row,cfu,_1,to1,bw_up,olt1
26.U49,RETAIL,49,CNIptv,0.008,OLT01**ABU*3
26.U50,EBIS,50,CNIptv,0.008,OLT01**ABU*3
27.U1,RETAIL,1,CGW2*.BTC,0.003,OLT01**BAB*2
27.U2,RETAIL,2,CGW*.BDS,0.003,OLT01**BAB*2
27.U3,RETAIL,3,CGW*.MDO,0.003,OLT01**BAB*2
27.U4,RETAIL,4,CGW*.PNK,0.003,OLT01**BAB*2
27.U5,RETAIL,5,TEL#_CGW2*.BDS,0.003,OLT01**BAB*2
27.U6,RETAIL,6,TEL#_CGW2**BDS,0.003,OLT01**BAB*2
27.U7,RETAIL,7,TEL#_CGW*.BDS,0.003,OLT01**BAB*2
27.U8,RETAIL,8,CGW2*.BTC,0.003,OLT01**BAB*2
27.U9,RETAIL,9,CGW*.BDS,0.003,OLT01**BAB*2
27.U10,RETAIL,10,CGW2*.BTC,0.003,OLT01**BAB*2
27.U11,RETAIL,11,CGW*.BDS,0.003,OLT01**BAB*2
27.U12,RETAIL,12,CGW2*.BTC,0.003,OLT01**BAB*2
27.U13,RETAIL,13,CGW*.BDS,0.003,OLT01**BAB*2
27.U14,RETAIL,14,CGW*.MDO,0.003,OLT01**BAB*2
27.U15,RETAIL,15,CGW*.PNK,0.003,OLT01**BAB*2
27.U16,RETAIL,16,TEL#_CGW2*.BDS,0.003,OLT01**BAB*2
27.U17,RETAIL,17,TEL#_CGW2**BDS,0.003,OLT01**BAB*2
27.U18,RETAIL,18,TEL#_CGW*.BDS,0.003,OLT01**BAB*2
27.U19,RETAIL,19,CGW2*.BTC,0.003,OLT01**BAB*2
27.U20,RETAIL,20,CGW*.BDS,0.003,OLT01**BAB*2
27.U21,RETAIL,21,CGW2*.BTC,0.003,OLT01**BAB*2
27.U22,RETAIL,22,CGW*.BDS,0.003,OLT01**BAB*2
27.U23,RETAIL,23,CGW2*.BTC,0.003,OLT01**BAB*2
27.U24,RETAIL,24,CGW*.BDS,0.003,OLT01**BAB*2
27.U25,RETAIL,25,CGW2*.BTC,0.003,OLT01**BAB*2
27.U26,RETAIL,26,CGW*.BDS,0.003,OLT01**BAB*2
27.U27,EBIS,27,CGW2*.BTC,0.006,OLT01**BAB*2
27.U28,EBIS,28,CGW*.BDS,0.006,OLT01**BAB*2
27.U29,WHOLESALE,29,CGW*.BDS,0.009,OLT01**BAB*2
27.U30,WHOLESALE,30,CGW*.MDO,0.009,OLT01**BAB*2
27.U31,MOBILE,31,CGW*.BDS,0.013,OLT01**BAB*2
27.U32,MOBILE,32,CGW*.MDO,0.013,OLT01**BAB*2
27.U33,RETAIL,33,CNGoogle,0.003,OLT01**BAB*2
27.U34,RETAIL,34,CNFacebook,0.003,OLT01**BAB*2
27.U35,RETAIL,35,CNNetflix,0.003,OLT01**BAB*2
27.U36,RETAIL,36,CNConversant,0.003,OLT01**BAB*2
27.U37,EBIS,37,CNGoogle,0.003,OLT01**BAB*2
27.U38,EBIS,38,CNFacebook,0.003,OLT01**BAB*2
27.U39,EBIS,39,CNNetflix,0.003,OLT01**BAB*2
27.U40,EBIS,40,CNConversant,0.003,OLT01**BAB*2
27.U41,WHOLESALE,41,CNGoogle,0.003,OLT01**BAB*2
27.U42,WHOLESALE,42,CNFacebook,0.003,OLT01**BAB*2
27.U43,WHOLESALE,43,CNNetflix,0.003,OLT01**BAB*2
27.U44,WHOLESALE,44,CNConversant,0.003,OLT01**BAB*2
27.U45,MOBILE,45,CNGoogle,0.006,OLT01**BAB*2
27.U46,MOBILE,46,CNFacebook,0.006,OLT01**BAB*2
27.U47,MOBILE,47,CNNetflix,0.006,OLT01**BAB*2
27.U48,MOBILE,48,CNConversant,0.006,OLT01**BAB*2
27.U49,RETAIL,49,CNIptv,0.004,OLT01**BAB*2
27.U50,EBIS,50,CNIptv,0.004,OLT01**BAB*2
28.U1,RETAIL,1,CGW2*.BTC,0.034000002,OLT01**BBE*5
28.U2,RETAIL,2,CGW*.BDS,0.034000002,OLT01**BBE*5
28.U3,RETAIL,3,CGW*.MDO,0.034000002,OLT01**BBE*5
28.U4,RETAIL,4,CGW*.PNK,0.034000002,OLT01**BBE*5
28.U5,RETAIL,5,TEL#_CGW2*.BDS,0.034000002,OLT01**BBE*5
28.U6,RETAIL,6,TEL#_CGW2**BDS,0.034000002,OLT01**BBE*5
28.U7,RETAIL,7,TEL#_CGW*.BDS,0.034000002,OLT01**BBE*5
28.U8,RETAIL,8,CGW2*.BTC,0.034000002,OLT01**BBE*5
28.U9,RETAIL,9,CGW*.BDS,0.034000002,OLT01**BBE*5
28.U10,RETAIL,10,CGW2*.BTC,0.034000002,OLT01**BBE*5
28.U11,RETAIL,11,CGW*.BDS,0.034000002,OLT01**BBE*5
28.U12,RETAIL,12,CGW2*.BTC,0.034000002,OLT01**BBE*5
28.U13,RETAIL,13,CGW*.BDS,0.034000002,OLT01**BBE*5
28.U14,RETAIL,14,CGW*.MDO,0.034000002,OLT01**BBE*5
28.U15,RETAIL,15,CGW*.PNK,0.034000002,OLT01**BBE*5
28.U16,RETAIL,16,TEL#_CGW2*.BDS,0.034000002,OLT01**BBE*5
28.U17,RETAIL,17,TEL#_CGW2**BDS,0.034000002,OLT01**BBE*5
28.U18,RETAIL,18,TEL#_CGW*.BDS,0.034000002,OLT01**BBE*5
28.U19,RETAIL,19,CGW2*.BTC,0.034000002,OLT01**BBE*5
28.U20,RETAIL,20,CGW*.BDS,0.034000002,OLT01**BBE*5
28.U21,RETAIL,21,CGW2*.BTC,0.034000002,OLT01**BBE*5
28.U22,RETAIL,22,CGW*.BDS,0.034000002,OLT01**BBE*5
28.U23,RETAIL,23,CGW2*.BTC,0.034000002,OLT01**BBE*5
28.U24,RETAIL,24,CGW*.BDS,0.034000002,OLT01**BBE*5
28.U25,RETAIL,25,CGW2*.BTC,0.034000002,OLT01**BBE*5
28.U26,RETAIL,26,CGW*.BDS,0.034000002,OLT01**BBE*5
28.U27,EBIS,27,CGW2*.BTC,0.067000002,OLT01**BBE*5
28.U28,EBIS,28,CGW*.BDS,0.067000002,OLT01**BBE*5
28.U29,WHOLESALE,29,CGW*.BDS,0.101000004,OLT01**BBE*5
28.U30,WHOLESALE,30,CGW*.MDO,0.101000004,OLT01**BBE*5
28.U31,MOBILE,31,CGW*.BDS,0.134000003,OLT01**BBE*5
28.U32,MOBILE,32,CGW*.MDO,0.134000003,OLT01**BBE*5
28.U33,RETAIL,33,CNGoogle,0.034000002,OLT01**BBE*5
28.U34,RETAIL,34,CNFacebook,0.034000002,OLT01**BBE*5
28.U35,RETAIL,35,CNNetflix,0.034000002,OLT01**BBE*5
28.U36,RETAIL,36,CNConversant,0.034000002,OLT01**BBE*5
28.U37,EBIS,37,CNGoogle,0.034000002,OLT01**BBE*5
28.U38,EBIS,38,CNFacebook,0.034000002,OLT01**BBE*5
28.U39,EBIS,39,CNNetflix,0.034000002,OLT01**BBE*5
28.U40,EBIS,40,CNConversant,0.034000002,OLT01**BBE*5
28.U41,WHOLESALE,41,CNGoogle,0.034000002,OLT01**BBE*5
28.U42,WHOLESALE,42,CNFacebook,0.034000002,OLT01**BBE*5
28.U43,WHOLESALE,43,CNNetflix,0.034000002,OLT01**BBE*5
28.U44,WHOLESALE,44,CNConversant,0.034000002,OLT01**BBE*5
28.U45,MOBILE,45,CNGoogle,0.067000002,OLT01**BBE*5
28.U46,MOBILE,46,CNFacebook,0.067000002,OLT01**BBE*5
28.U47,MOBILE,47,CNNetflix,0.067000002,OLT01**BBE*5
28.U48,MOBILE,48,CNConversant,0.067000002,OLT01**BBE*5
28.U49,RETAIL,49,CNIptv,0.045000002,OLT01**BBE*5
28.U50,EBIS,50,CNIptv,0.045000002,OLT01**BBE*5
29.U1,RETAIL,1,CGW2*.BTC,0.002,OLT01**DMO*3
29.U2,RETAIL,2,CGW*.BDS,0.002,OLT01**DMO*3
29.U3,RETAIL,3,CGW*.MDO,0.002,OLT01**DMO*3
29.U4,RETAIL,4,CGW*.PNK,0.002,OLT01**DMO*3
29.U5,RETAIL,5,TEL#_CGW2*.BDS,0.002,OLT01**DMO*3
29.U6,RETAIL,6,TEL#_CGW2**BDS,0.002,OLT01**DMO*3
29.U7,RETAIL,7,TEL#_CGW*.BDS,0.002,OLT01**DMO*3
29.U8,RETAIL,8,CGW2*.BTC,0.002,OLT01**DMO*3
29.U9,RETAIL,9,CGW*.BDS,0.002,OLT01**DMO*3
29.U10,RETAIL,10,CGW2*.BTC,0.002,OLT01**DMO*3
29.U11,RETAIL,11,CGW*.BDS,0.002,OLT01**DMO*3
29.U12,RETAIL,12,CGW2*.BTC,0.002,OLT01**DMO*3
29.U13,RETAIL,13,CGW*.BDS,0.002,OLT01**DMO*3
29.U14,RETAIL,14,CGW*.MDO,0.002,OLT01**DMO*3
29.U15,RETAIL,15,CGW*.PNK,0.002,OLT01**DMO*3
29.U16,RETAIL,16,TEL#_CGW2*.BDS,0.002,OLT01**DMO*3
29.U17,RETAIL,17,TEL#_CGW2**BDS,0.002,OLT01**DMO*3
29.U18,RETAIL,18,TEL#_CGW*.BDS,0.002,OLT01**DMO*3
29.U19,RETAIL,19,CGW2*.BTC,0.002,OLT01**DMO*3
29.U20,RETAIL,20,CGW*.BDS,0.002,OLT01**DMO*3
29.U21,RETAIL,21,CGW2*.BTC,0.002,OLT01**DMO*3
29.U22,RETAIL,22,CGW*.BDS,0.002,OLT01**DMO*3
29.U23,RETAIL,23,CGW2*.BTC,0.002,OLT01**DMO*3
29.U24,RETAIL,24,CGW*.BDS,0.002,OLT01**DMO*3
29.U25,RETAIL,25,CGW2*.BTC,0.002,OLT01**DMO*3
29.U26,RETAIL,26,CGW*.BDS,0.002,OLT01**DMO*3
29.U27,EBIS,27,CGW2*.BTC,0.003,OLT01**DMO*3
29.U28,EBIS,28,CGW*.BDS,0.003,OLT01**DMO*3
29.U29,WHOLESALE,29,CGW*.BDS,0.005,OLT01**DMO*3
29.U30,WHOLESALE,30,CGW*.MDO,0.005,OLT01**DMO*3
29.U31,MOBILE,31,CGW*.BDS,0.006,OLT01**DMO*3
29.U32,MOBILE,32,CGW*.MDO,0.006,OLT01**DMO*3
29.U33,RETAIL,33,CNGoogle,0.002,OLT01**DMO*3
29.U34,RETAIL,34,CNFacebook,0.002,OLT01**DMO*3
29.U35,RETAIL,35,CNNetflix,0.002,OLT01**DMO*3
29.U36,RETAIL,36,CNConversant,0.002,OLT01**DMO*3
29.U37,EBIS,37,CNGoogle,0.002,OLT01**DMO*3
29.U38,EBIS,38,CNFacebook,0.002,OLT01**DMO*3
29.U39,EBIS,39,CNNetflix,0.002,OLT01**DMO*3
29.U40,EBIS,40,CNConversant,0.002,OLT01**DMO*3
29.U41,WHOLESALE,41,CNGoogle,0.002,OLT01**DMO*3
29.U42,WHOLESALE,42,CNFacebook,0.002,OLT01**DMO*3
29.U43,WHOLESALE,43,CNNetflix,0.002,OLT01**DMO*3
29.U44,WHOLESALE,44,CNConversant,0.002,OLT01**DMO*3
29.U45,MOBILE,45,CNGoogle,0.003,OLT01**DMO*3
29.U46,MOBILE,46,CNFacebook,0.003,OLT01**DMO*3
29.U47,MOBILE,47,CNNetflix,0.003,OLT01**DMO*3
29.U48,MOBILE,48,CNConversant,0.003,OLT01**DMO*3
29.U49,RETAIL,49,CNIptv,0.002,OLT01**DMO*3
29.U50,EBIS,50,CNIptv,0.002,OLT01**DMO*3
30.U1,RETAIL,1,CGW2*.BTC,0.017000001,OLT01**KDE*5
30.U2,RETAIL,2,CGW*.BDS,0.017000001,OLT01**KDE*5
30.U3,RETAIL,3,CGW*.MDO,0.017000001,OLT01**KDE*5
30.U4,RETAIL,4,CGW*.PNK,0.017000001,OLT01**KDE*5
30.U5,RETAIL,5,TEL#_CGW2*.BDS,0.017000001,OLT01**KDE*5
30.U6,RETAIL,6,TEL#_CGW2**BDS,0.017000001,OLT01**KDE*5
30.U7,RETAIL,7,TEL#_CGW*.BDS,0.017000001,OLT01**KDE*5
30.U8,RETAIL,8,CGW2*.BTC,0.017000001,OLT01**KDE*5
30.U9,RETAIL,9,CGW*.BDS,0.017000001,OLT01**KDE*5
30.U10,RETAIL,10,CGW2*.BTC,0.017000001,OLT01**KDE*5
30.U11,RETAIL,11,CGW*.BDS,0.017000001,OLT01**KDE*5
30.U12,RETAIL,12,CGW2*.BTC,0.017000001,OLT01**KDE*5
30.U13,RETAIL,13,CGW*.BDS,0.017000001,OLT01**KDE*5
30.U14,RETAIL,14,CGW*.MDO,0.017000001,OLT01**KDE*5
30.U15,RETAIL,15,CGW*.PNK,0.017000001,OLT01**KDE*5
30.U16,RETAIL,16,TEL#_CGW2*.BDS,0.017000001,OLT01**KDE*5
30.U17,RETAIL,17,TEL#_CGW2**BDS,0.017000001,OLT01**KDE*5
30.U18,RETAIL,18,TEL#_CGW*.BDS,0.017000001,OLT01**KDE*5
30.U19,RETAIL,19,CGW2*.BTC,0.017000001,OLT01**KDE*5
30.U20,RETAIL,20,CGW*.BDS,0.017000001,OLT01**KDE*5
30.U21,RETAIL,21,CGW2*.BTC,0.017000001,OLT01**KDE*5
30.U22,RETAIL,22,CGW*.BDS,0.017000001,OLT01**KDE*5
30.U23,RETAIL,23,CGW2*.BTC,0.017000001,OLT01**KDE*5
30.U24,RETAIL,24,CGW*.BDS,0.017000001,OLT01**KDE*5
30.U25,RETAIL,25,CGW2*.BTC,0.017000001,OLT01**KDE*5
30.U26,RETAIL,26,CGW*.BDS,0.017000001,OLT01**KDE*5
30.U27,EBIS,27,CGW2*.BTC,0.034000002,OLT01**KDE*5
30.U28,EBIS,28,CGW*.BDS,0.034000002,OLT01**KDE*5
30.U29,WHOLESALE,29,CGW*.BDS,0.050000001,OLT01**KDE*5
30.U30,WHOLESALE,30,CGW*.MDO,0.050000001,OLT01**KDE*5
30.U31,MOBILE,31,CGW*.BDS,0.067000002,OLT01**KDE*5
30.U32,MOBILE,32,CGW*.MDO,0.067000002,OLT01**KDE*5
30.U33,RETAIL,33,CNGoogle,0.017000001,OLT01**KDE*5
30.U34,RETAIL,34,CNFacebook,0.017000001,OLT01**KDE*5
30.U35,RETAIL,35,CNNetflix,0.017000001,OLT01**KDE*5
30.U36,RETAIL,36,CNConversant,0.017000001,OLT01**KDE*5
30.U37,EBIS,37,CNGoogle,0.017000001,OLT01**KDE*5
30.U38,EBIS,38,CNFacebook,0.017000001,OLT01**KDE*5
30.U39,EBIS,39,CNNetflix,0.017000001,OLT01**KDE*5
30.U40,EBIS,40,CNConversant,0.017000001,OLT01**KDE*5
30.U41,WHOLESALE,41,CNGoogle,0.017000001,OLT01**KDE*5
30.U42,WHOLESALE,42,CNFacebook,0.017000001,OLT01**KDE*5
30.U43,WHOLESALE,43,CNNetflix,0.017000001,OLT01**KDE*5
30.U44,WHOLESALE,44,CNConversant,0.017000001,OLT01**KDE*5
30.U45,MOBILE,45,CNGoogle,0.034000002,OLT01**KDE*5
30.U46,MOBILE,46,CNFacebook,0.034000002,OLT01**KDE*5
30.U47,MOBILE,47,CNNetflix,0.034000002,OLT01**KDE*5
30.U48,MOBILE,48,CNConversant,0.034000002,OLT01**KDE*5
30.U49,RETAIL,49,CNIptv,0.022,OLT01**KDE*5
30.U50,EBIS,50,CNIptv,0.022,OLT01**KDE*5
31.U1,RETAIL,1,CGW2*.BTC,0.021,OLT01**KNN*3
31.U2,RETAIL,2,CGW*.BDS,0.021,OLT01**KNN*3
31.U3,RETAIL,3,CGW*.MDO,0.021,OLT01**KNN*3
31.U4,RETAIL,4,CGW*.PNK,0.021,OLT01**KNN*3
31.U5,RETAIL,5,TEL#_CGW2*.BDS,0.021,OLT01**KNN*3
31.U6,RETAIL,6,TEL#_CGW2**BDS,0.021,OLT01**KNN*3
31.U7,RETAIL,7,TEL#_CGW*.BDS,0.021,OLT01**KNN*3
31.U8,RETAIL,8,CGW2*.BTC,0.021,OLT01**KNN*3
31.U9,RETAIL,9,CGW*.BDS,0.021,OLT01**KNN*3
31.U10,RETAIL,10,CGW2*.BTC,0.021,OLT01**KNN*3
31.U11,RETAIL,11,CGW*.BDS,0.021,OLT01**KNN*3
31.U12,RETAIL,12,CGW2*.BTC,0.021,OLT01**KNN*3
31.U13,RETAIL,13,CGW*.BDS,0.021,OLT01**KNN*3
31.U14,RETAIL,14,CGW*.MDO,0.021,OLT01**KNN*3
31.U15,RETAIL,15,CGW*.PNK,0.021,OLT01**KNN*3
31.U16,RETAIL,16,TEL#_CGW2*.BDS,0.021,OLT01**KNN*3
31.U17,RETAIL,17,TEL#_CGW2**BDS,0.021,OLT01**KNN*3
31.U18,RETAIL,18,TEL#_CGW*.BDS,0.021,OLT01**KNN*3
31.U19,RETAIL,19,CGW2*.BTC,0.021,OLT01**KNN*3
31.U20,RETAIL,20,CGW*.BDS,0.021,OLT01**KNN*3
31.U21,RETAIL,21,CGW2*.BTC,0.021,OLT01**KNN*3
31.U22,RETAIL,22,CGW*.BDS,0.021,OLT01**KNN*3
31.U23,RETAIL,23,CGW2*.BTC,0.021,OLT01**KNN*3
31.U24,RETAIL,24,CGW*.BDS,0.021,OLT01**KNN*3
31.U25,RETAIL,25,CGW2*.BTC,0.021,OLT01**KNN*3
31.U26,RETAIL,26,CGW*.BDS,0.021,OLT01**KNN*3
31.U27,EBIS,27,CGW2*.BTC,0.041000001,OLT01**KNN*3
31.U28,EBIS,28,CGW*.BDS,0.041000001,OLT01**KNN*3
31.U29,WHOLESALE,29,CGW*.BDS,0.061999999,OLT01**KNN*3
31.U30,WHOLESALE,30,CGW*.MDO,0.061999999,OLT01**KNN*3
31.U31,MOBILE,31,CGW*.BDS,0.082000002,OLT01**KNN*3
31.U32,MOBILE,32,CGW*.MDO,0.082000002,OLT01**KNN*3
31.U33,RETAIL,33,CNGoogle,0.021,OLT01**KNN*3
31.U34,RETAIL,34,CNFacebook,0.021,OLT01**KNN*3
31.U35,RETAIL,35,CNNetflix,0.021,OLT01**KNN*3
31.U36,RETAIL,36,CNConversant,0.021,OLT01**KNN*3
31.U37,EBIS,37,CNGoogle,0.021,OLT01**KNN*3
31.U38,EBIS,38,CNFacebook,0.021,OLT01**KNN*3
31.U39,EBIS,39,CNNetflix,0.021,OLT01**KNN*3
31.U40,EBIS,40,CNConversant,0.021,OLT01**KNN*3
31.U41,WHOLESALE,41,CNGoogle,0.021,OLT01**KNN*3
31.U42,WHOLESALE,42,CNFacebook,0.021,OLT01**KNN*3
31.U43,WHOLESALE,43,CNNetflix,0.021,OLT01**KNN*3
31.U44,WHOLESALE,44,CNConversant,0.021,OLT01**KNN*3
31.U45,MOBILE,45,CNGoogle,0.041000001,OLT01**KNN*3
31.U46,MOBILE,46,CNFacebook,0.041000001,OLT01**KNN*3
31.U47,MOBILE,47,CNNetflix,0.041000001,OLT01**KNN*3
31.U48,MOBILE,48,CNConversant,0.041000001,OLT01**KNN*3
31.U49,RETAIL,49,CNIptv,0.027000001,OLT01**KNN*3
31.U50,EBIS,50,CNIptv,0.027000001,OLT01**KNN*3
32.U1,RETAIL,1,CGW2*.BTC,0.024,OLT01**KRP*5
32.U2,RETAIL,2,CGW*.BDS,0.024,OLT01**KRP*5
32.U3,RETAIL,3,CGW*.MDO,0.024,OLT01**KRP*5
32.U4,RETAIL,4,CGW*.PNK,0.024,OLT01**KRP*5
32.U5,RETAIL,5,TEL#_CGW2*.BDS,0.024,OLT01**KRP*5
32.U6,RETAIL,6,TEL#_CGW2**BDS,0.024,OLT01**KRP*5
32.U7,RETAIL,7,TEL#_CGW*.BDS,0.024,OLT01**KRP*5
32.U8,RETAIL,8,CGW2*.BTC,0.024,OLT01**KRP*5
32.U9,RETAIL,9,CGW*.BDS,0.024,OLT01**KRP*5
32.U10,RETAIL,10,CGW2*.BTC,0.024,OLT01**KRP*5
32.U11,RETAIL,11,CGW*.BDS,0.024,OLT01**KRP*5
32.U12,RETAIL,12,CGW2*.BTC,0.024,OLT01**KRP*5
32.U13,RETAIL,13,CGW*.BDS,0.024,OLT01**KRP*5
32.U14,RETAIL,14,CGW*.MDO,0.024,OLT01**KRP*5
32.U15,RETAIL,15,CGW*.PNK,0.024,OLT01**KRP*5
32.U16,RETAIL,16,TEL#_CGW2*.BDS,0.024,OLT01**KRP*5
32.U17,RETAIL,17,TEL#_CGW2**BDS,0.024,OLT01**KRP*5
32.U18,RETAIL,18,TEL#_CGW*.BDS,0.024,OLT01**KRP*5
32.U19,RETAIL,19,CGW2*.BTC,0.024,OLT01**KRP*5
32.U20,RETAIL,20,CGW*.BDS,0.024,OLT01**KRP*5
32.U21,RETAIL,21,CGW2*.BTC,0.024,OLT01**KRP*5
32.U22,RETAIL,22,CGW*.BDS,0.024,OLT01**KRP*5
32.U23,RETAIL,23,CGW2*.BTC,0.024,OLT01**KRP*5
32.U24,RETAIL,24,CGW*.BDS,0.024,OLT01**KRP*5
32.U25,RETAIL,25,CGW2*.BTC,0.024,OLT01**KRP*5
32.U26,RETAIL,26,CGW*.BDS,0.024,OLT01**KRP*5
32.U27,EBIS,27,CGW2*.BTC,0.046999998,OLT01**KRP*5
32.U28,EBIS,28,CGW*.BDS,0.046999998,OLT01**KRP*5
32.U29,WHOLESALE,29,CGW*.BDS,0.071000002,OLT01**KRP*5
32.U30,WHOLESALE,30,CGW*.MDO,0.071000002,OLT01**KRP*5
32.U31,MOBILE,31,CGW*.BDS,0.093999997,OLT01**KRP*5
32.U32,MOBILE,32,CGW*.MDO,0.093999997,OLT01**KRP*5
32.U33,RETAIL,33,CNGoogle,0.024,OLT01**KRP*5
32.U34,RETAIL,34,CNFacebook,0.024,OLT01**KRP*5
32.U35,RETAIL,35,CNNetflix,0.024,OLT01**KRP*5
32.U36,RETAIL,36,CNConversant,0.024,OLT01**KRP*5
32.U37,EBIS,37,CNGoogle,0.024,OLT01**KRP*5
32.U38,EBIS,38,CNFacebook,0.024,OLT01**KRP*5
32.U39,EBIS,39,CNNetflix,0.024,OLT01**KRP*5
32.U40,EBIS,40,CNConversant,0.024,OLT01**KRP*5
32.U41,WHOLESALE,41,CNGoogle,0.024,OLT01**KRP*5
32.U42,WHOLESALE,42,CNFacebook,0.024,OLT01**KRP*5
32.U43,WHOLESALE,43,CNNetflix,0.024,OLT01**KRP*5
32.U44,WHOLESALE,44,CNConversant,0.024,OLT01**KRP*5
32.U45,MOBILE,45,CNGoogle,0.046999998,OLT01**KRP*5
32.U46,MOBILE,46,CNFacebook,0.046999998,OLT01**KRP*5
32.U47,MOBILE,47,CNNetflix,0.046999998,OLT01**KRP*5
32.U48,MOBILE,48,CNConversant,0.046999998,OLT01**KRP*5
32.U49,RETAIL,49,CNIptv,0.030999999,OLT01**KRP*5
32.U50,EBIS,50,CNIptv,0.030999999,OLT01**KRP*5
33.U1,RETAIL,1,CGW2*.BTC,0.015,OLT01**LKI*3
33.U2,RETAIL,2,CGW*.BDS,0.015,OLT01**LKI*3
33.U3,RETAIL,3,CGW*.MDO,0.015,OLT01**LKI*3
33.U4,RETAIL,4,CGW*.PNK,0.015,OLT01**LKI*3
33.U5,RETAIL,5,TEL#_CGW2*.BDS,0.015,OLT01**LKI*3
33.U6,RETAIL,6,TEL#_CGW2**BDS,0.015,OLT01**LKI*3
33.U7,RETAIL,7,TEL#_CGW*.BDS,0.015,OLT01**LKI*3
33.U8,RETAIL,8,CGW2*.BTC,0.015,OLT01**LKI*3
33.U9,RETAIL,9,CGW*.BDS,0.015,OLT01**LKI*3
33.U10,RETAIL,10,CGW2*.BTC,0.015,OLT01**LKI*3
33.U11,RETAIL,11,CGW*.BDS,0.015,OLT01**LKI*3
33.U12,RETAIL,12,CGW2*.BTC,0.015,OLT01**LKI*3
33.U13,RETAIL,13,CGW*.BDS,0.015,OLT01**LKI*3
33.U14,RETAIL,14,CGW*.MDO,0.015,OLT01**LKI*3
33.U15,RETAIL,15,CGW*.PNK,0.015,OLT01**LKI*3
33.U16,RETAIL,16,TEL#_CGW2*.BDS,0.015,OLT01**LKI*3
33.U17,RETAIL,17,TEL#_CGW2**BDS,0.015,OLT01**LKI*3
33.U18,RETAIL,18,TEL#_CGW*.BDS,0.015,OLT01**LKI*3
33.U19,RETAIL,19,CGW2*.BTC,0.015,OLT01**LKI*3
33.U20,RETAIL,20,CGW*.BDS,0.015,OLT01**LKI*3
33.U21,RETAIL,21,CGW2*.BTC,0.015,OLT01**LKI*3
33.U22,RETAIL,22,CGW*.BDS,0.015,OLT01**LKI*3
33.U23,RETAIL,23,CGW2*.BTC,0.015,OLT01**LKI*3
33.U24,RETAIL,24,CGW*.BDS,0.015,OLT01**LKI*3
33.U25,RETAIL,25,CGW2*.BTC,0.015,OLT01**LKI*3
33.U26,RETAIL,26,CGW*.BDS,0.015,OLT01**LKI*3
33.U27,EBIS,27,CGW2*.BTC,0.030999999,OLT01**LKI*3
33.U28,EBIS,28,CGW*.BDS,0.030999999,OLT01**LKI*3
33.U29,WHOLESALE,29,CGW*.BDS,0.046,OLT01**LKI*3
33.U30,WHOLESALE,30,CGW*.MDO,0.046,OLT01**LKI*3
33.U31,MOBILE,31,CGW*.BDS,0.061000001,OLT01**LKI*3
33.U32,MOBILE,32,CGW*.MDO,0.061000001,OLT01**LKI*3
33.U33,RETAIL,33,CNGoogle,0.015,OLT01**LKI*3
33.U34,RETAIL,34,CNFacebook,0.015,OLT01**LKI*3
33.U35,RETAIL,35,CNNetflix,0.015,OLT01**LKI*3
33.U36,RETAIL,36,CNConversant,0.015,OLT01**LKI*3
33.U37,EBIS,37,CNGoogle,0.015,OLT01**LKI*3
33.U38,EBIS,38,CNFacebook,0.015,OLT01**LKI*3
33.U39,EBIS,39,CNNetflix,0.015,OLT01**LKI*3
33.U40,EBIS,40,CNConversant,0.015,OLT01**LKI*3
33.U41,WHOLESALE,41,CNGoogle,0.015,OLT01**LKI*3
33.U42,WHOLESALE,42,CNFacebook,0.015,OLT01**LKI*3
33.U43,WHOLESALE,43,CNNetflix,0.015,OLT01**LKI*3
33.U44,WHOLESALE,44,CNConversant,0.015,OLT01**LKI*3
33.U45,MOBILE,45,CNGoogle,0.030999999,OLT01**LKI*3
33.U46,MOBILE,46,CNFacebook,0.030999999,OLT01**LKI*3
33.U47,MOBILE,47,CNNetflix,0.030999999,OLT01**LKI*3
33.U48,MOBILE,48,CNConversant,0.030999999,OLT01**LKI*3
33.U49,RETAIL,49,CNIptv,0.02,OLT01**LKI*3
33.U50,EBIS,50,CNIptv,0.02,OLT01**LKI*3
34.U1,RETAIL,1,CGW2*.BTC,0.068999998,OLT01**PMET*3
34.U2,RETAIL,2,CGW*.BDS,0.068999998,OLT01**PMET*3
34.U3,RETAIL,3,CGW*.MDO,0.068999998,OLT01**PMET*3
34.U4,RETAIL,4,CGW*.PNK,0.068999998,OLT01**PMET*3
34.U5,RETAIL,5,TEL#_CGW2*.BDS,0.068999998,OLT01**PMET*3
34.U6,RETAIL,6,TEL#_CGW2**BDS,0.068999998,OLT01**PMET*3
34.U7,RETAIL,7,TEL#_CGW*.BDS,0.068999998,OLT01**PMET*3
34.U8,RETAIL,8,CGW2*.BTC,0.068999998,OLT01**PMET*3
34.U9,RETAIL,9,CGW*.BDS,0.068999998,OLT01**PMET*3
34.U10,RETAIL,10,CGW2*.BTC,0.068999998,OLT01**PMET*3
34.U11,RETAIL,11,CGW*.BDS,0.068999998,OLT01**PMET*3
34.U12,RETAIL,12,CGW2*.BTC,0.068999998,OLT01**PMET*3
34.U13,RETAIL,13,CGW*.BDS,0.068999998,OLT01**PMET*3
34.U14,RETAIL,14,CGW*.MDO,0.068999998,OLT01**PMET*3
34.U15,RETAIL,15,CGW*.PNK,0.068999998,OLT01**PMET*3
34.U16,RETAIL,16,TEL#_CGW2*.BDS,0.068999998,OLT01**PMET*3
