ruas,port,from1,to1,cost_link,kap
TERA-CGW,HundredGigE0/11/0/4,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/11/0/5,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/11/0/6,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/11/0/7,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/11/0/8,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/11/0/9,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/11/0/10,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/11/0/11,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/11/0/22,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/11/0/23,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/12/0/7,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/12/0/8,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/12/0/9,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/12/0/10,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/12/0/11,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/12/0/12,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/12/0/13,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/12/0/14,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/12/0/15,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/12/0/16,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/12/0/17,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/12/0/18,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/12/0/19,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/12/0/22,P*D1*BTC,CGW2*.BTC,,100
TERA-CGW,HundredGigE0/0/0/5,P*D7*MDO,CGW*.MDO,,100
TERA-CGW,HundredGigE0/0/0/6,P*D7*MDO,CGW*.MDO,,100
TERA-CGW,HundredGigE0/1/0/6,P*D7*MDO,CGW*.MDO,,100
TERA-CGW,HundredGigE0/1/0/7,P*D7*MDO,CGW*.MDO,,100
TERA-CGW,HundredGigE0/2/0/2,P*D7*MDO,CGW*.MDO,,100
TERA-CGW,HundredGigE0/2/0/3,P*D7*MDO,CGW*.MDO,,100
TERA-CGW,HundredGigE0/8/0/0,P*D7*MDO,CGW*.MDO,,100
TERA-CGW,HundredGigE0/8/0/1,P*D7*MDO,CGW*.MDO,,100
TERA-CGW,HundredGigE0/11/0/0,P*D7*MDO,CGW*.MDO,,100
TERA-CGW,HundredGigE0/11/0/1,P*D7*MDO,CGW*.MDO,,100
TERA-CGW,HundredGigE0/11/0/6,P*D7*MDO,CGW*.MDO,,100
TERA-CGW,HundredGigE0/11/0/7,P*D7*MDO,CGW*.MDO,,100
TERA-CGW,HundredGigE0/0/0/1,P*D7*PNK,CGW*.PNK,,100
TERA-CGW,HundredGigE0/0/0/2,P*D7*PNK,CGW*.PNK,,100
TERA-CGW,HundredGigE0/0/0/5,P*D7*PNK,CGW*.PNK,,100
TERA-CGW,HundredGigE0/0/0/6,P*D7*PNK,CGW*.PNK,,100
TERA-CGW,HundredGigE0/0/0/7,P*D7*PNK,CGW*.PNK,,100
TERA-CGW,HundredGigE0/1/0/1,P*D7*PNK,CGW*.PNK,,100
TERA-CGW,HundredGigE0/1/0/2,P*D7*PNK,CGW*.PNK,,100
TERA-CGW,HundredGigE0/3/0/5,P*D7*PNK,CGW*.PNK,,100
TERA-CGW,HundredGigE0/3/0/6,P*D7*PNK,CGW*.PNK,,100
TERA-CGW,HundredGigE0/8/0/1,P*D7*PNK,CGW*.PNK,,100
TERA-CGW,HundredGigE0/8/0/4,P*D7*PNK,CGW*.PNK,,100
TERA-CGW,HundredGigE0/10/0/1,P*D7*PNK,CGW*.PNK,,100
TERA-CGW,HundredGigE0/10/0/5,P*D7*PNK,CGW*.PNK,,100
TERA-CGW,HundredGigE0/10/0/6,P*D7*PNK,CGW*.PNK,,100
TERA-CGW,HundredGigE0/11/0/1,P*D7*PNK,CGW*.PNK,,100
TERA-CGW,HundredGigE0/11/0/3,P*D7*PNK,CGW*.PNK,,100
ME-ME,GigabitEthernet2/0/0,MET**WRP,MET2**PM,100,10
ME-ME,GigabitEthernet2/0/0,MET**WRP,MET**KPS,100,10
PE-CDN,xe-0/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/10,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/21,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/22,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-8/0/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/1/2,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/3,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/4,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/3/0,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-8/3/1,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-8/3/4,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/3,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-9/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/6,PE**KBL*HSI,CNAkamai,,100
PE-CDN,xe-10/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/0/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-16/0/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-16/1/0,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-19/0/8,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/1/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,ge-8/3/9,PE**KBL*HSI,CNConversant,,1
PE-CDN,100GE1/1/3,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,100GE2/0/7,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,GigabitEthernet3/0/6,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/7,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/8,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,xe-0/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/10,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/21,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/22,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-8/0/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/1/2,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/3,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/4,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/3/0,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-8/3/1,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-8/3/4,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/3,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-9/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/6,PE**KBL*HSI,CNAkamai,,100
PE-CDN,xe-10/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/0/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-16/0/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-16/1/0,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-19/0/8,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/1/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,ge-8/3/9,PE**KBL*HSI,CNConversant,,1
PE-CDN,100GE1/1/3,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,100GE2/0/7,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,GigabitEthernet3/0/6,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/7,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/8,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,xe-0/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/10,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/21,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/22,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-8/0/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/1/2,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/3,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/4,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/3/0,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-8/3/1,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-8/3/4,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/3,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-9/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/6,PE**KBL*HSI,CNAkamai,,100
PE-CDN,xe-10/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/0/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-16/0/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-16/1/0,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-19/0/8,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/1/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,ge-8/3/9,PE**KBL*HSI,CNConversant,,1
PE-CDN,100GE1/1/3,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,100GE2/0/7,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,GigabitEthernet3/0/6,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/7,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/8,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,xe-0/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/10,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/21,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/22,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-8/0/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/1/2,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/3,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/4,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/3/0,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-8/3/1,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-8/3/4,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/3,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-9/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/6,PE**KBL*HSI,CNAkamai,,100
PE-CDN,xe-10/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/0/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-16/0/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-16/1/0,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-19/0/8,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/1/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,ge-8/3/9,PE**KBL*HSI,CNConversant,,1
PE-CDN,100GE1/1/3,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,100GE2/0/7,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,GigabitEthernet3/0/6,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/7,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/8,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,xe-0/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/10,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/21,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/22,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-8/0/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/1/2,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/3,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/4,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/3/0,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-8/3/1,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-8/3/4,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/3,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-9/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/6,PE**KBL*HSI,CNAkamai,,100
PE-CDN,xe-10/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/0/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-16/0/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-16/1/0,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-19/0/8,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/1/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,ge-8/3/9,PE**KBL*HSI,CNConversant,,1
PE-CDN,100GE1/1/3,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,100GE2/0/7,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,GigabitEthernet3/0/6,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/7,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/8,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,xe-0/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/10,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/21,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/22,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-8/0/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/1/2,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/3,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/4,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/3/0,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-8/3/1,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-8/3/4,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/3,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-9/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/6,PE**KBL*HSI,CNAkamai,,100
PE-CDN,xe-10/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/0/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-16/0/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-16/1/0,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-19/0/8,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/1/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,ge-8/3/9,PE**KBL*HSI,CNConversant,,1
PE-CDN,100GE1/1/3,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,100GE2/0/7,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,GigabitEthernet3/0/6,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/7,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/8,PE4**KBL*TRANSIT,CNNeuCentrix,,10
